household_id,button_id,concept,num_modeling_events,num_spont_button_press
3509,26287,WANT,1,0
3509,NA,NA,1,0
3525,17827,FOOD,262,300
3525,17828,GO OUTSIDE,287,73
3525,17829,WATER,17,30
3525,17830,SCRITCHES,12,28
3525,17832,CUDDLE,67,25
3525,17833,PLACE-DAYCARE,8,17
3525,17834,PERSON-RELATIVE,3,0
3525,17835,WALK,6,13
3525,17836,PLACE-SOMEONE ELSE'S HOUSE,5,15
3525,17837,ALL DONE,44,11
3525,17838,MORE,14,7
3525,18942,POTTY,203,21
3525,18943,POOP,10,6
3525,19958,NOW,17,18
3525,19959,LATER,23,4
3525,22580,PLAY-ALL,16,27
3525,NA,NA,4,1
3570,180,OTHER,12,4
3570,181,ALL DONE,116,95
3570,183,ANIMAL-FRIEND,112,26
3570,187,BRUSH,9,17
3570,188,COME,1,12
3570,189,CONCERNED,2,2
3570,193,OTHER,1,38
3570,194,OTHER,16,11
3570,195,FOOD,168,1860
3570,196,FOOD,55,155
3570,197,FOOD,17,45
3570,198,FOOD,123,820
3570,200,GO OUTSIDE,92,720
3570,201,OTHER,68,3
3570,202,HAPPY,2,13
3570,204,HELP,11,55
3570,206,COME,2,18
3570,208,HOME,62,479
3570,210,FOOD,43,306
3570,211,OTHER,2,24
3570,213,INDOOR LOCATION-DOWNSTAIRS,70,168
3570,214,INDOOR LOCATION-OTHER,2,93
3570,216,INDOOR LOCATION-UPSTAIRS,27,289
3570,218,INTERROGATIVE/QUESTION,12,9
3570,219,LATER,81,81
3570,222,LET'S GO,104,35
3570,224,LOOK,3,22
3570,226,LOVE YOU,10,29
3570,228,MAD,8,12
3570,229,PERSON-OTHER,27,6
3570,230,MORE,20,11
3570,232,OTHER,74,2
3570,234,NO,2,8
3570,237,OTHER,14,104
3570,238,NOW,212,86
3570,259,OUTDOOR LOCATION-FRONT YARD,45,173
3570,261,OWN NAME,183,76
3570,265,PERSON-FRIEND,13,8
3570,266,PERSON-PARENT,73,91
3570,267,PERSON-PARENT,73,48
3570,272,PLAY-ALL,58,154
3570,274,PLAY-TUG,7,23
3570,278,POTTY,7,309
3570,281,OTHER,5,23
3570,283,SCRITCHES,33,460
3570,284,SETTLE,20,33
3570,287,OTHER,64,41
3570,291,TREAT-ALL,14,4
3570,294,TOY-BALL,54,406
3570,296,TOY-OTHER,25,62
3570,298,TOY-PUZZLE,119,330
3570,300,TOY-STUFFED ANIMAL,14,51
3570,301,TOY-STUFFED ANIMAL,14,50
3570,304,RIDE,104,157
3570,306,WALK,167,218
3570,308,WANT,197,36
3570,311,WATER,5,300
3570,313,INTERROGATIVE/QUESTION,2,18
3570,314,INTERROGATIVE/QUESTION,4,10
3570,316,YES,6,10
3570,320,PLACE-OTHER,62,7
3570,322,PLACE-OTHER,36,29
3570,323,OUTDOOR LOCATION-OTHER,13,8
3570,15992,NO,2,6
3570,16461,TOY-BONE,23,13
3570,16617,OTHER,7,3
3570,16645,ANIMAL-DOG,13,3
3570,16646,PERSON-STRANGER,21,0
3570,17627,ANIMAL-CAT,3,0
3570,17810,OTHER,4,16
3570,21115,PLACE-PARK,4,9
3570,NA,NA,4,2
3651,21838,OTHER,71,13
3651,21839,WALK,84,39
3651,21840,TOY-BALL,52,58
3651,21841,FOOD,145,159
3651,21945,SCRITCHES,81,35
3651,21979,ALL DONE,118,3
3651,22433,OK,104,1
3651,22443,BYE,33,7
3651,22543,TOY-OTHER,12,19
3651,22544,PERSON-STRANGER,16,1
3651,22545,INTERROGATIVE/QUESTION,18,13
3651,23236,GO OUTSIDE,5,2
3651,23238,RIDE,1,0
3674,21414,GO OUTSIDE,44,170
3674,21415,OWN NAME,43,31
3674,21416,PERSON-PARENT,18,23
3674,21417,PERSON-PARENT,6,46
3674,21418,ALL DONE,9,30
3674,21419,PLAY-FETCH,12,118
3674,21420,WANT,17,54
3674,21421,FOOD,52,105
3674,21422,YES,13,27
3674,21423,NOW,56,84
3674,21424,LATER,11,67
3674,21851,PLAY-ALL,11,120
3674,21852,PLAY-TUG,4,42
3674,21853,NO,3,17
3674,22160,ANIMAL-CAT,2,4
3674,22574,SCRITCHES,4,5
3674,22731,PLACE-PARK,7,32
3674,23522,HELP,6,20
3674,24504,WATER,2,7
3674,24505,WAIT,3,9
3871,13555,OWN NAME,659,112
3871,13556,ALL DONE,242,588
3871,13557,TOY-BALL,38,112
3871,13558,OTHER,217,87
3871,13559,HELP,43,74
3871,13560,LOVE YOU,39,157
3871,13561,GO TO BED,23,69
3871,13563,GO OUTSIDE,550,782
3871,13565,PLAY-ALL,197,145
3871,13566,TOY-OTHER,137,198
3871,13569,WATER,121,361
3871,13570,RUN/GO FAST,75,184
3871,16690,WANT,452,82
3871,16691,NOW,462,312
3871,16693,WALK,142,97
3871,16694,POTTY,103,121
3871,16695,PERSON-PARENT,105,134
3871,16696,PERSON-PARENT,72,102
3871,16697,INTERROGATIVE/QUESTION,44,79
3871,16698,LATER,82,107
3871,16699,OTHER,70,101
3871,16725,YES,439,68
3871,16726,NO,55,34
3871,17251,OTHER,151,60
3871,17526,LOOK,50,34
3871,17527,COME,76,27
3871,17528,INTERROGATIVE/QUESTION,223,34
3871,18582,PERSON-RELATIVE,22,22
3871,18720,PLAY-FETCH,51,55
3871,19439,TREAT-ALL,71,50
3871,19789,PERSON-RELATIVE,13,23
3871,19791,PERSON-RELATIVE,7,23
3871,19856,PLAY-TUG,53,61
3871,19881,OTHER,52,96
3871,20183,OTHER,30,27
3871,20499,OTHER,40,94
3871,20643,INTERROGATIVE/QUESTION,360,27
3871,21096,OTHER,63,33
3871,21097,MORE,76,24
3871,21586,OTHER,37,78
3871,21658,SCRITCHES,28,13
3871,22523,TREAT-ICE,59,69
3871,22746,FOOD,68,75
3871,23631,TEMPERATURE-HOT,37,59
3871,23632,TEMPERATURE-COLD,16,36
3871,24136,BODY PART,14,7
3871,25317,HAPPY,5,4
3871,25321,MAD,2,4
3871,25509,OTHER,3,6
3871,25510,OTHER,1,5
3871,26251,TOY-OTHER,3,5
3946,16272,OTHER,1,9
3961,13618,FOOD,50,167
3961,13621,GO OUTSIDE,93,73
3961,13622,PLAY-ALL,15,297
3961,13623,BEGIN TRAINING SESSION,19,348
3961,13624,WATER,4,41
3961,19501,OTHER,3,417
3961,19502,CUDDLE,6,27
3961,19503,SETTLE,9,14
3961,19504,INDOOR LOCATION-DOWNSTAIRS,56,33
3961,19506,OUTDOOR LOCATION-OTHER,3,18
3961,19507,NOW,60,38
3961,19508,LATER,5,51
3961,22655,OUTDOOR LOCATION-GARDEN,11,51
4178,8829,PLAY-ALL,83,781
4178,8830,TREAT-ALL,221,1123
4178,8942,ALL DONE,110,221
4178,8943,SCRITCHES,76,388
4178,8944,PERSON-PARENT,122,441
4178,8945,PERSON-PARENT,180,276
4178,8946,SETTLE,20,144
4178,8947,WALK,190,102
4178,8948,OWN NAME,376,220
4178,8949,LATER,54,87
4178,8950,HELP,34,188
4178,8951,NOW,111,84
4178,8952,LOOK,17,445
4178,8953,GO INSIDE,26,84
4178,8954,GO OUTSIDE,125,115
4178,8955,TOY-PUZZLE,106,135
4178,8956,OTHER,174,27
4178,8957,PERSON-FRIEND,47,67
4178,8958,LOVE YOU,82,27
4178,8959,YES,156,108
4178,8960,NO,63,40
4178,8961,INTERROGATIVE/QUESTION,233,11
4178,8962,OTHER,97,107
4178,8963,HOME,80,55
4178,8964,HAPPY,58,99
4178,8965,MAD,43,55
4178,8966,OTHER,40,31
4178,16138,WANT,160,143
4178,16144,PERSON-STRANGER,67,95
4178,16335,HI,61,193
4178,16606,PLACE-PARK,53,56
4178,17040,OTHER,67,85
4178,22416,BODY PART,3,5
4178,23087,OTHER,30,19
4178,24053,OTHER,16,41
4178,24879,TEMPERATURE-HOT,21,12
4178,26093,BYE,8,6
4215,7315,FOOD,728,1807
4215,7316,GO OUTSIDE,907,1216
4215,7317,PLAY-ALL,534,80
4215,7318,WALK,105,11
4215,13902,COME,464,29
4215,13905,OTHER,66,1
4215,13906,PERSON-PARENT,299,12
4215,16474,ALL DONE,840,70
4215,16475,TOY-PUZZLE,156,281
4215,16476,CUDDLE,340,55
4215,16477,YES,789,7
4215,16478,NO,184,9
4215,16479,TOY-BALL,465,280
4215,17092,INTERROGATIVE/QUESTION,9,0
4215,17465,PERSON-PARENT,390,25
4215,18228,GO TO BED,192,21
4215,19811,INTERROGATIVE/QUESTION,312,79
4215,21679,OTHER,94,18
4215,22554,ANIMAL-FRIEND,56,5
4215,22572,PERSON-STRANGER,34,5
4215,NA,NA,3,6
4260,7609,OWN NAME,29,58
4260,7610,ALL DONE,29,107
4260,7611,ANIMAL-DOG,10,11
4260,7612,TOY-BALL,21,170
4260,7613,ANIMAL-DOG,5,1
4260,7614,OTHER,29,51
4260,7616,OTHER,5,37
4260,7617,GO INSIDE,29,82
4260,7618,OWN NAME,45,22
4260,7619,FOOD,132,0
4260,7621,PERSON-PARENT,44,35
4260,7622,MORE,80,207
4260,7623,ANIMAL-DOG,10,3
4260,7624,OTHER,1,37
4260,7625,GO OUTSIDE,62,1274
4260,7626,SCRITCHES,12,8
4260,7627,PLAY-ALL,25,135
4260,7628,POTTY,11,312
4260,7629,RIDE,15,0
4260,7630,LAP,18,0
4260,7631,SETTLE,11,33
4260,7632,PLAY-TUG,2,70
4260,7633,WANT,30,136
4260,7634,WATER,6,7
4260,7635,FOOD,116,0
4260,7636,OTHER,2,70
4260,15973,PLAY-ALL,16,129
4260,15974,OTHER,5,40
4260,15976,YES,73,9
4260,15977,NO,2,10
4260,15978,INTERROGATIVE/QUESTION,38,15
4260,15979,OTHER,9,46
4260,15981,PERSON-NEIGHBOR,1,8
4260,15982,TOY-FRISBEE,4,166
4260,15983,PERSON-FRIEND,4,7
4260,15984,TOY-PUZZLE,4,18
4260,15985,NOW,53,152
4260,15986,LATER,51,29
4260,16456,BEGIN TRAINING SESSION,21,0
4260,16620,HI,3,0
4260,16621,BYE,19,0
4260,16720,OTHER,8,33
4260,18864,OTHER,2,35
4260,19003,LOVE YOU,1,0
4260,19305,HELP,4,21
4260,20988,BODY PART,9,0
4260,24170,WALK,10,8
4275,271,PLAY-ALL,1,126
4412,18113,WALK,41,35
4412,18114,CUDDLE,1,17
4412,18637,OWN NAME,40,20
4412,18638,PLAY-ALL,23,110
4412,18639,ALL DONE,45,73
4412,18640,FOOD,66,263
4412,19701,PERSON-PARENT,21,49
4412,19702,PLAY-TUG,30,150
4412,21663,TREAT-ALL,9,99
4412,21664,OTHER,14,10
4412,21665,LATER,19,6
4412,21962,PERSON-STRANGER,7,3
4412,22940,LOVE YOU,2,2
4412,23459,PERSON-FRIEND,2,3
4412,23879,OUTDOOR LOCATION-OTHER,3,0
4412,25631,WATER,5,1
4412,26193,NOW,1,0
4459,7565,FOOD,8,45
4459,7566,POTTY,4,169
4459,7567,WALK,6,36
4459,14168,TOY-OTHER,3,15
4459,19246,PLAY-ALL,11,77
4459,19247,ALL DONE,6,39
4459,19248,TOY-BONE,14,87
4459,19250,GO OUTSIDE,8,39
4459,19251,OTHER,4,27
4459,19253,OTHER,8,17
4459,19254,PERSON-PARENT,29,39
4459,19256,OWN NAME,46,39
4459,19257,BEGIN TRAINING SESSION,7,44
4459,19258,TOY-BALL,3,9
4459,19260,TOY-STUFFED ANIMAL,3,19
4459,19261,TOY-PUZZLE,6,48
4459,19262,OTHER,2,4
4459,19263,PLAY-TUG,4,35
4459,19676,NO,9,18
4459,19677,YES,13,36
4459,19678,INTERROGATIVE/QUESTION,24,23
4459,20941,OTHER,1,15
4459,20943,HAPPY,3,8
4464,18146,OUTDOOR LOCATION-BACK YARD,29,13
4464,18147,INDOOR LOCATION-KITCHEN,5,0
4464,18148,LOVE YOU,6,0
4464,18149,WANT,47,6
4464,18150,OTHER,5,2
4464,18151,YES,19,1
4464,18153,PERSON-PARENT,40,21
4464,18154,OWN NAME,63,16
4464,18155,PERSON-RELATIVE,6,0
4464,18156,ANIMAL-FRIEND,10,0
4464,18158,PERSON-STRANGER,3,0
4464,18160,PLAY-ALL,21,0
4464,18161,HELP,2,0
4464,18162,LOOK,19,1
4464,18163,COME,7,7
4464,18164,CUDDLE,17,4
4464,18165,TOY-OTHER,9,1
4464,18166,WATER,1,4
4464,18167,OTHER,7,1
4464,18168,OTHER,22,2
4464,18169,TOY-BALL,11,2
4464,18170,INDOOR LOCATION-DOWNSTAIRS,1,0
4464,18171,INDOOR LOCATION-OTHER,8,5
4464,18172,ALL DONE,42,3
4464,18173,MORE,11,9
4464,18174,NOW,43,1
4464,18175,LATER,7,0
4464,18177,TOY-PUZZLE,39,21
4464,18589,OTHER,7,0
4464,18590,OTHER,4,0
4464,18721,TOY-OTHER,2,2
4464,18807,WALK,29,16
4464,18910,INTERROGATIVE/QUESTION,30,2
4464,18930,SETTLE,2,0
4464,18957,OTHER,7,1
4464,18998,PLACE-SOMEONE ELSE'S HOUSE,2,7
4464,19082,ANIMAL-CAT,4,0
4464,19083,ANIMAL-DOG,3,0
4464,19133,BYE,24,17
4464,19245,HOME,15,0
4464,19352,HI,5,0
4464,19353,BODY PART,5,0
4464,19542,ANIMAL-OTHER,6,1
4464,20132,OUTDOOR LOCATION-OTHER,1,1
4644,14318,ALL DONE,66,5
4644,14319,FOOD,274,385
4644,14320,LATER,62,0
4644,14321,LOVE YOU,8,34
4644,14322,NOW,163,17
4644,14323,GO OUTSIDE,88,270
4644,14324,PERSON-PARENT,12,10
4644,14325,PERSON-SIBLING,10,15
4644,14326,PLAY-ALL,36,46
4644,14327,SCRITCHES,32,35
4644,14328,INDOOR LOCATION-UPSTAIRS,34,33
4644,14329,WATER,92,337
4644,16884,PERSON-PARENT,6,5
4644,16885,PERSON-SIBLING,3,2
4644,16886,WALK,58,18
4644,16887,ANIMAL-FRIEND,8,4
4644,16888,OWN NAME,108,6
4644,16889,POTTY,50,26
4644,17515,OTHER,17,12
4644,17642,YES,184,9
4644,17643,NO,53,10
4644,18734,OTHER,98,2
4644,18735,OTHER,32,1
4644,18948,OTHER,40,0
4644,19084,PERSON-OTHER,38,1
4644,19085,ANIMAL-DOG,33,2
4645,14330,TOY-BALL,19,39
4645,14331,GO OUTSIDE,191,61
4645,14332,FOOD,63,74
4645,17409,LATER,47,79
4645,17410,ALL DONE,30,80
4645,17411,PLAY-ALL,32,94
4645,17412,RIDE,9,26
4645,17413,PLACE-DAYCARE,15,37
4645,17414,WATER,5,33
4645,17415,TOY-STUFFED ANIMAL,1,15
4645,17417,PLAY-FETCH,29,33
4645,17418,SCRITCHES,8,74
4645,17419,HELP,13,49
4645,17421,PEE,104,81
4645,17422,POOP,105,240
4645,18801,NOW,114,100
4645,19852,WALK,15,59
4645,20893,SETTLE,2,3
4645,20894,CRATE,1,2
4670,182,ALL DONE,61,63
4670,184,ANIMAL-FRIEND,22,78
4670,191,CONCERNED,8,5
4670,192,CUDDLE,11,182
4670,199,FOOD,46,757
4670,205,HELP,2,249
4670,209,HOME,12,150
4670,212,INDOOR LOCATION-BEDROOM,4,86
4670,215,INDOOR LOCATION-OTHER,14,125
4670,217,INDOOR LOCATION-UPSTAIRS,11,65
4670,221,LATER,38,48
4670,227,LOVE YOU,9,103
4670,236,NO,8,81
4670,241,OTHER,4,44
4670,242,OTHER,14,30
4670,243,OTHER,10,27
4670,244,OTHER,5,144
4670,245,OTHER,9,8
4670,246,OTHER,30,112
4670,247,OTHER,8,3
4670,253,OTHER,3,133
4670,254,OTHER,10,33
4670,258,OUTDOOR LOCATION-BACK YARD,20,534
4670,262,OWN NAME,118,315
4670,268,PERSON-PARENT,49,340
4670,269,PERSON-PARENT,20,56
4670,270,PERSON-RELATIVE,4,170
4670,273,PLAY-ALL,2,434
4670,275,PLAY-TUG,2,51
4670,282,RIDE,7,475
4670,285,OTHER,2,106
4670,286,OTHER,7,52
4670,290,TEMPERATURE-HOT,7,5
4670,295,TOY-BALL,3,213
4670,297,TOY-OTHER,7,369
4670,299,TOY-PUZZLE,15,269
4670,303,TREAT-ALL,2,283
4670,307,WALK,37,133
4670,310,WANT,47,274
4670,317,YES,11,178
4670,8802,INTERROGATIVE/QUESTION,66,52
4670,8803,TEMPERATURE-COLD,4,3
4670,8804,OUTDOOR LOCATION-BACK YARD,2,34
4670,8907,ANIMAL-DOG,2,33
4670,8930,PLACE-DAYCARE,2,59
4670,8931,PLACE-PARK,1,24
4670,18765,OTHER,4,52
4670,19531,OTHER,7,33
4670,20229,OTHER,26,54
4670,20748,TOY-OTHER,6,43
4670,20749,TOY-OTHER,4,22
4670,24622,LOOK,1,16
4734,14442,PLAY-ALL,1,30
4734,14464,LOOK,1,4
4734,14468,PERSON-PARENT,2,98
4734,14478,PLAY-ALL,1,9
4792,17784,NA,1,0
4792,17795,PLAY-ALL,641,13
4792,17939,FOOD,118,0
4792,17940,LOVE YOU,599,6
4792,17942,NO,12,0
4792,17945,BYE,24,0
4792,17947,COME,202,0
4792,17948,ALL DONE,320,23
4792,17951,TOY-OTHER,24,0
4792,17953,HELP,40,0
4792,17955,CONCERNED,7,0
4792,18865,OTHER,2,0
4792,19492,FOOD,171,20
4792,19793,TREAT-ALL,695,17
4792,19956,BRUSH,67,1
4792,19957,FOOD,985,16
4792,20243,GO OUTSIDE,543,60
4792,20244,TOY-PUZZLE,98,7
4792,20644,FOOD,26,0
4792,20645,WATER,30,0
4792,20696,POTTY,11,0
4792,20867,OWN NAME,269,3
4792,20868,OWN NAME,199,4
4792,20869,OWN NAME,207,5
4792,20870,OWN NAME,180,0
4792,20871,OWN NAME,146,0
4792,20872,OWN NAME,369,53
4792,20873,PERSON-PARENT,174,4
4792,20874,PERSON-PARENT,75,5
4792,20886,TOY-OTHER,179,4
4792,21086,TREAT-ALL,229,7
4792,21314,TOY-OTHER,32,0
4792,22253,ANIMAL-BIRD,8,0
4792,22471,TOY-PUZZLE,60,13
4792,22546,YES,289,21
4792,22828,GO TO BED,55,1
4792,22829,MORE,37,19
4792,22830,HI,129,7
4792,22831,SCRITCHES,22,0
4792,22903,TOY-OTHER,8,0
4792,22904,TOY-OTHER,3,0
4792,23062,RIDE,4,0
4792,24186,TREAT-CHICKEN,13,0
4792,24518,WANT,471,38
4792,24519,INTERROGATIVE/QUESTION,66,10
4792,24520,MAD,13,8
4792,24614,OTHER,33,2
4792,24615,OTHER,12,8
4792,25016,FOOD,66,1
4792,25017,OUTDOOR LOCATION-OTHER,14,4
4792,25018,PLAY-ALL,7,6
4792,25019,BRUSH,8,0
4792,25197,OTHER,2,10
4792,25513,NOW,43,41
4792,25514,LATER,24,1
4792,25515,OTHER,6,12
4792,25516,INDOOR LOCATION-KITCHEN,5,9
4792,25517,INDOOR LOCATION-OTHER,3,1
4792,25518,BYE,10,2
4792,25519,CRATE,2,1
4792,26221,OTHER,8,1
4792,NA,NA,2,3
4802,7900,TOY-BALL,25,199
4802,7901,PLAY-ALL,98,108
4802,18812,GO OUTSIDE,110,42
4802,18813,PLAY-ALL,10,69
4802,18814,PLAY-ALL,17,94
4802,18815,SCRITCHES,16,63
4802,18817,PERSON-PARENT,176,77
4802,18818,OWN NAME,294,83
4802,18819,HELP,29,73
4802,18820,ANIMAL-FRIEND,59,54
4802,18821,LOVE YOU,27,77
4802,18822,HELP,37,32
4802,18823,SETTLE,20,79
4802,18824,TOY-PUZZLE,122,210
4802,18825,BODY PART,7,45
4802,18826,BODY PART,8,40
4802,18827,BODY PART,13,53
4802,18828,YES,93,119
4802,18829,NO,33,123
4802,18830,PLAY-TUG,47,214
4802,18831,CONCERNED,20,71
4802,18832,PERSON-SIBLING,15,64
4802,18833,PERSON-PARENT,37,50
4802,18834,FOOD,22,208
4802,18835,FOOD,88,164
4802,18836,FOOD,115,199
4802,18837,OTHER,23,48
4802,18838,HOME,36,23
4802,18839,ALL DONE,112,63
4802,18840,NOW,259,56
4802,18841,WANT,375,52
4802,18842,BODY PART,34,42
4802,18843,BODY PART,28,75
4802,18844,BODY PART,13,69
4802,18845,BODY PART,23,50
4802,18847,BODY PART,21,30
4802,18848,PERSON-OTHER,35,121
4802,18849,ANIMAL-DOG,41,85
4802,18850,OTHER,22,38
4802,18851,OTHER,6,50
4802,18852,PERSON-SIBLING,12,39
4802,18853,PLAY-TUG,7,82
4802,18854,PLAY-ALL,20,86
4802,18855,PLAY-ALL,16,110
4802,18858,WALK,76,106
4802,18861,TOY-PUZZLE,72,142
4802,18880,TREAT-ALL,50,171
4802,18929,OTHER,16,32
4802,18980,OTHER,58,57
4802,18981,LATER,99,68
4802,18982,WATER,20,36
4802,18990,OTHER,26,20
4802,19289,INTERROGATIVE/QUESTION,340,147
4802,19290,PLACE-PARK,39,40
4802,19783,OK,60,190
4802,20106,CUDDLE,6,35
4802,21127,MORE,32,39
4802,21173,OTHER,22,62
4802,21257,PEE,23,35
4802,21258,POOP,16,24
4802,21294,OTHER,11,7
4802,21295,COME,9,22
4802,21296,OTHER,17,9
4802,21302,OTHER,37,41
4802,21625,QUIET,6,52
4802,21626,OTHER,11,34
4802,21627,TEMPERATURE-HOT,9,8
4802,21628,TEMPERATURE-COLD,2,5
4802,21765,PLAY-HIDE & SEEK,23,50
4802,21939,OTHER,21,13
4802,22036,OTHER,13,14
4802,22430,HAPPY,36,29
4802,22431,OTHER,18,7
4802,22503,OTHER,27,13
4802,22504,WAIT,9,8
4802,22505,OTHER,29,27
4802,22506,LOOK,14,7
4802,22553,OTHER,42,16
4802,22641,TREAT-ALL,8,42
4802,22654,OTHER,18,15
4802,22673,ANIMAL-BIRD,30,31
4802,23164,OTHER,21,6
4802,23527,OTHER,26,27
4802,23528,OTHER,42,11
4802,23529,OTHER,41,7
4802,23530,OTHER,37,31
4802,23723,SWIM,9,3
4802,23724,SAD,14,3
4802,23725,ANIMAL-OTHER,8,9
4802,23740,OTHER,10,0
4802,23741,OTHER,11,0
4802,23935,PLACE-VET,11,3
4802,24276,BATH,2,2
4802,24543,GO TO BED,4,1
4802,24627,ANIMAL-BUG,9,4
4802,24869,OTHER,7,1
4802,24870,OTHER,4,5
4802,25218,OTHER,4,7
4802,25219,ALL DONE,4,0
4802,25433,OTHER,2,0
4802,25434,OTHER,6,0
4802,25436,OTHER,6,0
4802,25438,OTHER,6,5
4802,25471,KISS,17,1
4802,25529,OTHER,8,2
4802,25530,OTHER,6,5
4802,25681,YES,1,29
4802,25682,NO,4,19
4802,26215,OTHER,1,0
4854,19143,WALK,39,17
4854,19144,OUTDOOR LOCATION-BACK YARD,49,41
4854,19145,WATER,19,14
4854,19147,PLAY-ALL,26,1
4854,19148,GO OUTSIDE,50,170
4854,19149,OTHER,15,6
4854,19160,YES,15,1
4854,19161,NO,5,3
4854,19162,ALL DONE,31,3
4854,19163,FOOD,57,43
4854,19164,LOVE YOU,11,20
4854,19516,NOW,22,31
4854,19529,LATER,20,15
4854,20571,BODY PART,8,5
4854,20678,TOY-BONE,8,14
4854,21172,BRUSH,2,1
4854,23229,OWN NAME,6,0
4854,23282,BATH,2,0
4854,23552,HAPPY,1,0
4854,23591,BYE,3,0
4854,23592,HI,1,0
4921,14789,OUTDOOR LOCATION-FRONT YARD,31,34
4921,17620,PERSON-PARENT,15,29
4921,17621,PERSON-PARENT,3,8
4921,17622,ANIMAL-DOG,26,20
4921,17623,ANIMAL-DOG,34,14
4921,17624,FOOD,23,17
4921,17626,TREAT-ALL,4,22
4921,17637,CUDDLE,9,14
4921,17638,PLAY-ALL,16,16
4921,18159,ALL DONE,27,10
4921,18180,PEE,13,5
4921,21434,LATER,2,2
4921,21435,NOW,1,0
4921,22123,HELP,1,0
4968,7996,ALL DONE,82,14
4968,7997,FOOD,31,184
4968,7998,GO OUTSIDE,19,36
4968,7999,PLAY-ALL,46,558
4968,8000,TOY-STUFFED ANIMAL,13,323
4968,8001,TOY-OTHER,43,199
4968,8002,WATER,16,236
4968,14798,ANIMAL-DOG,15,300
4968,14803,OUTDOOR LOCATION-BACK YARD,85,29
4968,14804,TOY-BALL,13,311
4968,14805,INDOOR LOCATION-BEDROOM,11,9
4968,14806,BYE,13,42
4968,14807,RIDE,5,23
4968,14808,PLAY-ALL,7,293
4968,14809,TOY-BONE,14,150
4968,14810,COME,19,617
4968,14811,PLACE-DAYCARE,4,5
4968,14812,OUTDOOR LOCATION-OTHER,16,33
4968,14814,PERSON-FRIEND,5,112
4968,14815,GO OUTSIDE,46,812
4968,14816,HAPPY,1,5
4968,14817,HELP,12,559
4968,14819,WALK,4,9
4968,14820,INTERROGATIVE/QUESTION,135,101
4968,14821,LATER,48,23
4968,14822,LOOK,5,346
4968,14823,LOVE YOU,6,127
4968,14824,MAD,4,15
4968,14825,MORE,43,9
4968,14826,PERSON-NEIGHBOR,5,79
4968,14827,NO,22,77
4968,14828,OTHER,8,22
4968,14829,NOW,81,23
4968,14830,OTHER,12,19
4968,14831,OTHER,1,39
4968,14833,OWN NAME,91,119
4968,14834,OTHER,1,92
4968,14835,SCRITCHES,4,296
4968,14837,POOP,39,937
4968,14838,POTTY,24,225
4968,14839,OTHER,11,6
4968,14840,PERSON-PARENT,58,100
4968,14841,SCRITCHES,1,135
4968,14842,SETTLE,9,247
4968,14843,OTHER,3,87
4968,14844,OTHER,20,20
4968,14847,PERSON-STRANGER,12,98
4968,14848,WALK,44,75
4968,14849,WANT,67,298
4968,14851,INTERROGATIVE/QUESTION,37,80
4968,14852,INTERROGATIVE/QUESTION,23,29
4968,14853,INDOOR LOCATION-OTHER,1,3
4968,14854,YES,30,110
4968,16045,OTHER,3,82
4968,16061,OTHER,6,77
4968,16068,PERSON-OTHER,3,111
4968,16173,OTHER,13,7
4968,16174,HOME,9,18
4968,16178,PLAY-FETCH,20,148
4968,16266,OTHER,1,23
4968,16428,OTHER,1,27
4968,16462,CONCERNED,2,16
4968,16530,PERSON-OTHER,9,106
4968,16533,OTHER,6,13
4968,16632,TREAT-ICE,21,150
4968,16633,OTHER,17,62
4968,16634,OTHER,9,10
4968,16635,OTHER,19,52
4968,16636,OTHER,13,33
4968,16739,PLAY-TUG,12,83
4968,18190,PLACE-OTHER,6,2
4968,18191,OTHER,5,124
4968,18192,TOY-OTHER,4,87
4968,18193,OTHER,24,136
4968,19770,OTHER,8,96
4968,19771,TOY-PUZZLE,6,58
4968,19851,PLACE-PARK,2,0
4968,20817,BODY PART,4,0
4968,23407,OTHER,3,10
4968,23408,ANIMAL-OTHER,9,64
4968,24192,TEMPERATURE-HOT,8,0
4968,24193,TEMPERATURE-COLD,4,0
4968,24194,OTHER,8,9
4968,24195,OTHER,1,0
5174,8140,ALL DONE,14,2
5174,8141,ANIMAL-DOG,4,3
5174,8142,TOY-BALL,2,1
5174,8143,GO TO BED,4,5
5174,8144,BYE,8,2
5174,8145,PERSON-PARENT,14,2
5174,8146,COME,3,1
5174,8147,OTHER,2,7
5174,8148,FOOD,12,30
5174,8149,OTHER,12,1
5174,8150,HAPPY,4,4
5174,8151,OWN NAME,29,0
5174,8152,HOME,9,7
5174,8153,ANIMAL-OTHER,2,6
5174,8154,GO INSIDE,4,3
5174,8155,PERSON-RELATIVE,3,2
5174,8156,ANIMAL-DOG,4,2
5174,8157,LATER,13,4
5174,8159,PERSON-PARENT,7,9
5174,8160,NO,38,6
5174,8161,NOW,33,6
5174,8162,OTHER,1,0
5174,8163,GO OUTSIDE,67,147
5174,8164,PLAY-ALL,3,2
5174,8166,POTTY,5,9
5174,8168,ANIMAL-DOG,5,4
5174,8170,SETTLE,3,2
5174,8171,TREAT-ALL,9,1
5174,8172,ANIMAL-CAT,2,3
5174,8174,WALK,9,19
5174,8175,WANT,23,1
5174,8176,WATER,1,8
5174,8177,INTERROGATIVE/QUESTION,1,4
5174,8179,YES,29,10
5174,15072,LOVE YOU,2,8
5174,16285,OTHER,12,4
5174,16286,OTHER,1,20
