household_id,button_id,concept,num_modeling_events,num_spont_button_press
1656,26196,TOY-STUFFED ANIMAL,5,1
1701,11523,ALL DONE,58,255
1701,11524,PERSON-RELATIVE,84,164
1701,11525,TOY-BALL,63,399
1701,11526,WALK,50,318
1701,11527,OWN NAME,423,131
1701,11528,BYE,53,215
1701,11529,COME,22,256
1701,11530,CUDDLE,6,275
1701,11531,PERSON-RELATIVE,49,160
1701,11532,HELP,27,435
1701,11533,FOOD,62,238
1701,11534,GO INSIDE,22,141
1701,11535,LATER,69,254
1701,11536,PERSON-PARENT,245,312
1701,11537,LOVE YOU,92,137
1701,11538,NOW,244,423
1701,11540,GO OUTSIDE,89,325
1701,11542,PLAY-ALL,126,408
1701,11543,TOY-PUZZLE,86,364
1701,11544,OTHER,35,259
1701,11545,WATER,8,248
1701,11547,TREAT-ICE,115,272
1701,11548,PLAY-TUG,26,432
1701,11549,INDOOR LOCATION-UPSTAIRS,25,158
1701,11550,WANT,126,77
1701,11551,INTERROGATIVE/QUESTION,16,69
1701,16137,BEGIN TRAINING SESSION,34,270
1701,16287,FOOD,54,258
1701,16288,FOOD,30,348
1701,16289,OTHER,47,130
1701,16290,INTERROGATIVE/QUESTION,60,52
1701,16291,FOOD,36,200
1701,16292,FOOD,51,228
1701,16293,INDOOR LOCATION-KITCHEN,16,223
1701,16294,INDOOR LOCATION-BEDROOM,64,214
1701,16295,TREAT-ALL,62,390
1701,16296,OTHER,67,480
1701,16457,MORE,41,92
1701,16497,OTHER,74,158
1701,16603,OTHER,34,59
1701,16640,OTHER,7,35
1701,16792,HOME,49,97
1701,17177,FOOD,2,51
1701,17432,OTHER,1,4
1701,17703,INDOOR LOCATION-DOWNSTAIRS,24,23
1701,18495,LET'S GO,68,32
1701,18882,OTHER,87,82
1701,18897,OTHER,12,42
1701,18919,FOOD,37,171
1701,19217,TOY-OTHER,6,44
1701,19536,OTHER,11,28
1701,19779,FOOD,11,6
1701,19780,WATER,12,23
1701,22302,OTHER,1,1
1701,22303,YES,1,2
1701,26117,NA,1,0
1701,26121,NA,2,9
1701,NA,NA,3,3
1747,19756,POTTY,391,54
1747,19757,PLAY-ALL,246,58
1747,19758,SCRITCHES,320,29
1747,19759,ALL DONE,374,4
1747,20495,BEGIN TRAINING SESSION,156,24
1747,22383,TREAT-ALL,79,72
1747,24029,OUTDOOR LOCATION-OTHER,5,0
1797,21213,OUTDOOR LOCATION-BACK YARD,26,28
1797,21214,WALK,36,10
1797,21215,POTTY,81,37
1797,21783,TREAT-ALL,31,109
1797,23049,PLAY-ALL,25,21
1797,23050,LAP,18,15
1797,24849,FOOD,22,14
1932,5893,ALL DONE,3,1
1932,5897,LET'S GO,4,86
1932,5900,HELP,2,39
1932,5904,BEGIN TRAINING SESSION,6,404
1932,5907,PERSON-PARENT,12,62
1932,5912,PLAY-ALL,2,65
1932,11789,TOY-BALL,2,52
1932,11791,PERSON-OTHER,4,15
1932,11792,MAD,1,13
1932,11795,OTHER,9,5
1932,11796,HELP,2,17
1932,11798,INTERROGATIVE/QUESTION,12,5
1932,11799,LOVE YOU,8,9
1932,11805,OTHER,3,3
1932,11807,NOW,26,3
1932,11809,GO OUTSIDE,17,20
1932,11811,OWN NAME,27,86
1932,11814,POTTY,3,240
1932,11815,TOY-PUZZLE,1,119
1932,11816,OTHER,7,53
1932,11817,SETTLE,5,73
1932,11821,OTHER,17,20
1932,11822,TOY-PUZZLE,1,1
1932,11823,WALK,8,36
1932,11824,WANT,7,1
1932,11825,WATER,1,51
1932,11826,OTHER,11,9
1932,11827,INTERROGATIVE/QUESTION,6,4
1932,11828,YES,3,11
1932,16170,HI,3,7
1932,16171,INTERROGATIVE/QUESTION,2,7
1932,20370,ALL DONE,12,132
1932,20481,OTHER,8,7
1932,20482,OTHER,3,2
1932,20484,TOY-STUFFED ANIMAL,1,86
1932,20487,OTHER,4,6
1932,20489,OTHER,21,12
1932,20491,CUDDLE,2,30
1932,20492,ANIMAL-SQUIRREL,1,23
1932,20648,OTHER,12,5
1932,22524,OTHER,1,134
1941,11838,PLAY-ALL,11,17
1941,18051,HELP,18,41
1941,18052,PERSON-PARENT,51,204
1941,18053,OWN NAME,61,145
1941,18054,NOW,36,45
1941,18055,LATER,7,20
1941,18056,ALL DONE,5,38
1941,18057,TOY-OTHER,14,54
1941,18058,SCRITCHES,22,86
1941,18060,TOY-BALL,1,16
1941,18061,GO OUTSIDE,66,281
1941,18140,COME,8,17
1941,19755,WATER,5,19
1941,20250,OTHER,6,26
1941,20251,HOME,10,30
1941,21088,OTHER,19,19
1941,21089,OTHER,9,74
1941,21090,WANT,19,17
1941,22034,YES,5,2
1941,22035,NO,1,10
1941,22463,PERSON-STRANGER,1,16
1941,22464,ANIMAL-DOG,2,0
1957,20680,OUTDOOR LOCATION-BACK YARD,40,29
1957,20681,TREAT-ALL,42,211
1957,20682,RIDE,4,19
1957,20683,WATER,5,77
1957,20684,FOOD,31,120
1957,20685,PERSON-PARENT,10,57
1957,20686,LOVE YOU,6,22
1957,20687,TOY-STUFFED ANIMAL,45,148
1957,20688,YES,7,59
1957,20689,NO,1,28
1957,20690,POTTY,49,81
1957,20691,CRATE,4,18
1957,20692,INDOOR LOCATION-BEDROOM,10,36
1957,20693,CUDDLE,8,47
1957,20694,WANT,56,61
1957,20695,ALL DONE,4,116
1957,22080,PLAY-ALL,4,71
1957,22329,OWN NAME,16,10
1957,22330,ANIMAL-FRIEND,11,3
1957,23814,NOW,9,42
1957,23815,LATER,10,13
1957,NA,NA,1,0
1995,11898,FOOD,18,5
1995,11900,PLAY-ALL,138,93
1995,11901,TREAT-ALL,15,32
1995,11902,OTHER,1,14
1995,11903,WATER,8,4
1995,16368,HELP,6,2
1995,16369,BEGIN TRAINING SESSION,22,30
1995,16370,GO OUTSIDE,80,64
1995,16371,ALL DONE,88,28
1995,16372,SCRITCHES,18,11
1995,16493,NOW,102,47
1995,16494,OTHER,33,25
1995,16495,LATER,75,26
1995,16642,FIND,24,20
1995,16804,TOY-PUZZLE,12,13
1995,17468,PLAY-FETCH,6,6
1995,NA,NA,38,2
2096,11946,FOOD,41,4
2096,11947,GO OUTSIDE,56,66
2096,11948,PLAY-ALL,4,0
2096,11949,WALK,9,5
2096,20308,ALL DONE,5,11
2096,20310,GO TO BED,14,15
2096,20311,OTHER,14,3
2096,20312,TREAT-ALL,5,15
2096,20313,FOOD,17,6
2096,20314,FOOD,31,10
2096,20315,HELP,6,7
2096,20316,CUDDLE,2,2
2096,20317,SCRITCHES,3,1
2096,20319,PERSON-PARENT,6,1
2096,20320,PERSON-FRIEND,2,1
2096,20321,YES,3,17
2096,20322,NO,5,6
2096,20323,OTHER,12,2
2096,20324,LOVE YOU,7,0
2096,20325,NOW,4,0
2096,20326,LATER,5,2
2096,20327,COME,7,5
2096,20698,OTHER,5,6
2096,20699,PLACE-DAYCARE,3,5
2206,12056,FOOD,110,464
2206,12058,POTTY,437,864
2206,12059,PLAY-ALL,118,468
2206,16201,HELP,23,131
2206,16202,OTHER,46,122
2206,17518,ALL DONE,504,186
2206,17630,INDOOR LOCATION-UPSTAIRS,50,55
2206,19804,LOVE YOU,3,60
2206,NA,NA,4,0
2256,12139,COME,35,132
2256,12140,TOY-FRISBEE,36,146
2256,12141,FOOD,60,161
2256,12142,GO OUTSIDE,72,123
2256,12143,PLAY-ALL,56,92
2256,12144,POTTY,28,120
2256,12145,RIDE,37,97
2256,12146,WALK,129,98
2256,12147,WANT,169,159
2256,16179,YES,38,114
2256,16181,PERSON-PARENT,92,251
2256,16182,OWN NAME,246,97
2256,16183,PERSON-PARENT,65,201
2256,16184,CUDDLE,22,109
2256,16185,TOY-OTHER,65,219
2256,16186,MORE,22,127
2256,16187,ALL DONE,103,50
2256,16188,LOVE YOU,58,71
2256,16189,PERSON-FRIEND,7,67
2256,16190,OK,5,20
2256,16191,CONCERNED,6,48
2256,16331,PLACE-PARK,60,168
2256,16482,BYE,29,34
2256,16542,NOW,14,4
2256,16543,LATER,14,2
2256,16593,HOME,22,73
2256,16594,PLAY-TUG,30,51
2256,17635,OTHER,46,15
2256,17636,INTERROGATIVE/QUESTION,119,20
2256,18105,BEGIN TRAINING SESSION,21,67
2256,18528,TOY-PUZZLE,47,84
2256,20042,HELP,6,24
2256,20048,TOY-BALL,21,68
2256,23095,POOP,6,30
2256,23203,LET'S GO,24,22
2261,4036,NA,6,106
2261,6119,ALL DONE,399,172
2261,6120,TOY-BONE,101,86
2261,6121,PLAY-ALL,182,296
2261,6122,FOOD,545,123
2261,6123,HELP,121,335
2261,6124,OTHER,46,289
2261,6125,LOVE YOU,53,36
2261,6126,MORE,143,138
2261,6127,GO OUTSIDE,214,205
2261,6128,PLAY-ALL,277,360
2261,6129,TOY-OTHER,96,262
2261,6130,PLAY-ALL,87,253
2261,6131,WANT,187,34
2261,6133,INTERROGATIVE/QUESTION,147,31
2261,6134,PLAY-ALL,16,199
2261,12149,TOY-BALL,53,180
2261,12150,GO TO BED,15,52
2261,12151,ANIMAL-BUG,10,18
2261,12153,COME,87,197
2261,12154,CONCERNED,39,129
2261,12155,PERSON-OTHER,57,60
2261,12156,OTHER,70,121
2261,12158,ANIMAL-OTHER,19,19
2261,12160,PERSON-FRIEND,29,50
2261,12161,OTHER,307,126
2261,12162,BYE,55,29
2261,12163,ANIMAL-DOG,191,36
2261,12164,HAPPY,82,79
2261,12165,HI,32,50
2261,12168,GO INSIDE,107,165
2261,12169,PERSON-PARENT,365,122
2261,12170,LATER,150,127
2261,12171,LOOK,90,275
2261,12174,NO,70,19
2261,12175,OTHER,59,129
2261,12176,NOW,700,169
2261,12177,OK,161,40
2261,12178,OTHER,27,122
2261,12181,INDOOR LOCATION-OTHER,21,70
2261,12183,POOP,43,266
2261,12184,ANIMAL-CAT,88,117
2261,12185,OTHER,72,149
2261,12186,RIDE,90,172
2261,12187,OTHER,41,111
2261,12188,SCRITCHES,28,195
2261,12189,SETTLE,184,162
2261,12190,OTHER,35,59
2261,12192,GO TO BED,107,132
2261,12193,INDOOR LOCATION-OTHER,56,131
2261,12194,OTHER,185,119
2261,12195,OTHER,169,102
2261,12196,PERSON-STRANGER,17,11
2261,12197,OTHER,62,30
2261,12198,BEGIN TRAINING SESSION,63,103
2261,12200,OWN NAME,726,165
2261,12201,WALK,90,153
2261,12203,WATER,102,217
2261,12205,LOOK,46,77
2261,12206,PLACE-OTHER,60,119
2261,12208,YES,247,46
2261,17190,ANIMAL-OTHER,10,42
2261,17191,OTHER,38,31
2261,17192,OTHER,110,18
2261,17193,OTHER,54,36
2261,17194,MAD,28,178
2261,17211,OTHER,78,228
2261,19857,PLACE-OTHER,15,137
2261,21279,INTERROGATIVE/QUESTION,318,22
2261,21280,OTHER,136,83
2261,21281,OTHER,171,65
2261,21675,ANIMAL-BIRD,10,10
2261,21914,TOY-PUZZLE,68,47
2261,21959,OTHER,126,97
2261,22280,BODY PART,105,135
2261,22281,BODY PART,56,116
2261,22418,OTHER,80,89
2261,22843,OTHER,58,15
2261,22844,PLACE-OTHER,78,113
2261,23944,OUTDOOR LOCATION-FRONT YARD,22,28
2261,24032,ANIMAL-RABBIT,13,22
2261,24330,FOOD,109,58
2261,25357,OTHER,15,37
2261,25358,OTHER,18,4
2261,25361,ANIMAL-CAT,18,4
2261,25796,PLACE-OTHER,29,5
2261,25878,OTHER,15,16
2261,26181,OTHER,14,13
2293,12218,GO OUTSIDE,25,95
2293,20954,PLAY-ALL,45,84
2293,20955,ALL DONE,31,2
2293,20956,BEGIN TRAINING SESSION,27,39
2293,20957,OWN NAME,60,0
2293,20958,PERSON-PARENT,38,11
2293,20959,GO TO BED,12,1
2293,20960,TOY-OTHER,1,1
2293,20962,POTTY,11,1
2293,20963,CUDDLE,5,4
2293,20964,SCRITCHES,7,1
2293,20965,NOW,19,36
2293,20966,LATER,17,10
2293,20967,WANT,16,0
2293,20968,OTHER,1,2
2293,24110,SETTLE,3,0
2293,25566,PLAY-ALL,3,0
2351,1713,NA,2,6
2351,12256,PERSON-RELATIVE,16,23
2351,12257,ALL DONE,58,58
2351,12258,TOY-BALL,11,52
2351,12259,ANIMAL-DOG,32,15
2351,12260,GO TO BED,31,78
2351,12261,RIDE,33,71
2351,12262,CUDDLE,6,27
2351,12263,BODY PART,8,42
2351,12264,FOOD,49,131
2351,12265,ANIMAL-CAT,4,4
2351,12266,HELP,8,57
2351,12267,LATER,19,27
2351,12268,LOVE YOU,1,11
2351,12269,PERSON-PARENT,21,14
2351,12270,OWN NAME,33,28
2351,12272,NO,20,38
2351,12273,NOW,54,69
2351,12275,OTHER,6,10
2351,12276,GO OUTSIDE,44,104
2351,12277,BODY PART,8,28
2351,12278,PLAY-ALL,21,62
2351,12279,POOP,10,34
2351,12280,PEE,7,35
2351,12282,SCRITCHES,11,53
2351,12283,BODY PART,20,78
2351,12284,PLAY-TUG,30,125
2351,12285,WALK,17,71
2351,12286,WANT,20,27
2351,12287,WATER,28,133
2351,12288,INTERROGATIVE/QUESTION,7,6
2351,12289,YES,55,77
2351,16088,OTHER,16,24
2351,16089,BYE,10,7
2351,16097,TOY-BONE,13,73
2351,16099,HOME,8,28
2351,21140,BODY PART,4,1
2351,22683,TOY-PUZZLE,1,20
2351,24561,GO OUTSIDE,1,0
2351,24562,FOOD,3,0
2444,17070,GO OUTSIDE,3,341
2444,17071,WALK,3,101
2444,17168,TOY-BONE,18,54
2444,17172,OWN NAME,29,56
2444,17173,PLAY-ALL,14,91
2444,17174,FOOD,16,85
2444,17175,ALL DONE,42,44
2444,17176,HELP,8,77
2444,17267,PLAY-TUG,18,107
2444,17532,SCRITCHES,6,72
2444,19407,TOY-PUZZLE,14,63
2444,19455,OTHER,16,80
2444,22537,CONCERNED,7,41
2444,22561,SETTLE,21,17
2444,26090,PERSON-PARENT,1,1
2454,11944,FOOD,30,19
2454,11945,GO OUTSIDE,47,37
2454,16337,TREAT-ALL,14,16
2454,16338,WALK,6,6
2454,16339,ALL DONE,14,5
2454,16341,HELP,1,8
2454,16342,MORE,4,7
2454,16343,TOY-BALL,38,12
2454,16344,PLAY-FETCH,45,23
2454,16348,LET'S GO,4,42
2454,16458,TOY-PUZZLE,8,6
2454,16459,POTTY,5,13
2454,16506,YES,16,7
2454,16507,NO,9,8
2454,16509,TOY-STUFFED ANIMAL,12,16
2454,16510,TOY-STUFFED ANIMAL,7,4
2454,16765,WATER,8,19
2454,16766,FOOD,23,26
2454,16767,RIDE,3,7
2454,16768,LOOK,2,6
2454,16787,PLAY-ALL,2,13
2454,NA,NA,1,3
2464,16973,PERSON-PARENT,58,88
2464,16974,OWN NAME,70,28
2464,16976,PLAY-ALL,2,21
2464,16977,TOY-BALL,2,21
2464,16978,TOY-STUFFED ANIMAL,3,24
2464,16979,PLACE-DAYCARE,21,15
2464,16980,SWIM,8,5
2464,16981,LOOK,1,10
2464,16982,HEEL,2,12
2464,16983,LOVE YOU,24,43
2464,16984,POTTY,5,80
2464,16987,YES,1,14
2464,16988,NO,2,9
2464,16989,WANT,10,14
2464,17037,OTHER,22,23
2464,17044,OTHER,26,24
2464,17045,BRUSH,1,6
2464,17047,ALL DONE,3,7
2464,17048,HI,7,12
2464,17049,OTHER,8,4
2464,17050,PLACE-VET,7,20
2464,17051,PLACE-OTHER,15,4
2464,17052,ANIMAL-DOG,8,45
2464,17054,INDOOR LOCATION-BEDROOM,13,36
2464,17055,HAPPY,5,21
2464,17073,OTHER,3,45
2464,17075,HUG,2,7
2464,17077,OTHER,8,4
2464,17078,RIDE,8,36
2464,18302,WATER,1,5
2464,19182,OTHER,4,6
2464,20827,OTHER,2,21
2464,23794,PERSON-RELATIVE,2,6
2464,23834,PERSON-RELATIVE,1,8
2555,1842,NA,1,18
2555,17811,MAD,34,351
2555,17812,MORE,66,240
2555,17813,HAPPY,59,213
2555,17814,ALL DONE,208,214
2555,17815,OTHER,84,170
2555,17816,YES,147,202
2555,17817,OUTDOOR LOCATION-OTHER,240,103
2555,17818,INDOOR LOCATION-BATHROOM,10,39
2555,17819,OTHER,35,116
2555,18743,TOY-STUFFED ANIMAL,2,60
2555,18744,TREAT-ALL,87,61
2555,18745,TREAT-ALL,20,35
2555,18746,OTHER,53,57
2555,18747,TOY-BALL,35,35
2555,18748,OTHER,39,51
2555,18749,OTHER,140,32
2555,18750,PLAY-ALL,128,40
2555,18751,POTTY,139,16
2555,18752,WALK,76,34
2555,18753,OTHER,72,31
2555,18755,PERSON-PARENT,211,40
2555,18756,OWN NAME,258,34
2555,18757,ANIMAL-DOG,147,21
2555,18758,ANIMAL-DOG,17,22
2555,18759,OTHER,68,36
2555,18760,HELP,14,49
2555,18761,PERSON-STRANGER,19,27
2555,18762,WANT,176,49
2555,18763,INDOOR LOCATION-OTHER,8,39
2555,18764,LOVE YOU,46,64
2555,18789,SCRITCHES,49,65
2555,19430,PERSON-FRIEND,28,36
2555,19725,HOME,103,120
2555,19726,PLACE-OTHER,72,134
2555,19760,TOY-PUZZLE,37,34
2555,22449,INDOOR LOCATION-OTHER,7,10
2683,17762,NA,1,11
2683,17763,WALK,38,197
2683,17764,OUTDOOR LOCATION-GARDEN,150,592
2683,17766,PLAY-ALL,63,217
2683,17767,CUDDLE,4,8
2683,17768,ALL DONE,91,244
2683,17769,WATER,31,206
2683,17770,FOOD,109,319
2683,17771,PERSON-PARENT,43,106
2683,17772,PERSON-PARENT,65,177
2683,17773,OWN NAME,241,165
2683,17774,HELP,38,435
2683,17775,TOY-BALL,33,246
2683,17776,PLAY-TUG,34,204
2683,18410,NOW,37,94
2683,18411,LATER,22,84
2683,18790,LOVE YOU,100,174
2683,19624,MORE,35,167
2683,19625,TOY-PUZZLE,64,126
2683,22267,OTHER,13,21
2683,22268,OUTDOOR LOCATION-OTHER,12,33
2683,22571,TOY-STUFFED ANIMAL,13,47
2683,22779,SETTLE,19,22
2683,23024,OTHER,4,29
2683,23678,OTHER,31,30
2683,24471,SWIM,8,37
2683,24964,YES,38,12
2683,24965,NO,7,18
2683,24966,INTERROGATIVE/QUESTION,15,6
2683,26272,BRUSH,6,1
2716,17535,ALL DONE,53,111
2716,17536,OTHER,15,6
2716,17537,PERSON-PARENT,38,50
2716,17538,HELP,3,11
2716,17539,POTTY,15,8
2716,17540,FOOD,31,81
2716,17541,OWN NAME,36,10
2716,17542,LATER,34,68
2716,17543,LOVE YOU,6,6
2716,17544,MAD,9,3
2716,17545,PERSON-PARENT,37,16
2716,17546,NO,11,7
2716,17547,NOW,52,45
2716,17548,OTHER,7,11
2716,17549,PLACE-PARK,23,11
2716,17550,SCRITCHES,24,24
2716,17551,PLAY-ALL,5,14
2716,17552,SETTLE,19,10
2716,17553,OTHER,24,8
2716,17554,OTHER,21,46
2716,17555,OTHER,9,8
2716,17556,WALK,27,22
2716,17557,WANT,25,90
2716,17558,YES,46,7
2716,17559,PERSON-STRANGER,8,12
2716,17596,HOME,21,21
2716,18898,OTHER,18,9
2716,19173,OTHER,1,23
2716,19384,HAPPY,37,102
2839,12618,FOOD,111,236
2839,12619,WATER,38,86
2839,16304,LOVE YOU,51,80
2839,16305,OWN NAME,239,112
2839,16306,ALL DONE,74,44
2839,16307,TOY-PUZZLE,29,9
2839,16308,HELP,26,49
2839,16309,TOY-BALL,39,37
2839,16310,WALK,186,127
2839,16311,PLAY-ALL,54,172
2839,16312,POTTY,128,126
2839,16313,PERSON-PARENT,158,347
2839,16314,PERSON-PARENT,9,78
2839,22807,OUTDOOR LOCATION-FRONT YARD,46,16
2839,22808,PLACE-PARK,3,3
2839,22809,PLACE-BEACH,19,19
2839,22810,YES,110,24
2839,22811,NO,10,10
2847,16125,WANT,620,357
2847,16126,GO OUTSIDE,501,683
2847,16127,PLAY-ALL,371,724
2847,16128,TOY-OTHER,80,152
2847,16129,WATER,125,407
2847,16131,TOY-PUZZLE,79,144
2847,16132,WALK,299,417
2847,16133,MORE,140,384
2847,16134,ALL DONE,395,294
2847,16135,HELP,33,207
2847,16136,PEE,169,258
2847,16802,LATER,204,148
2847,16803,NOW,411,119
2847,17253,OTHER,235,358
2847,22516,OWN NAME,94,45
2847,22517,PERSON-PARENT,37,120
2847,22518,ANIMAL-FRIEND,48,83
2847,24072,HOME,14,7
2847,24400,PERSON-RELATIVE,6,4
2847,24401,PERSON-RELATIVE,8,19
2847,24402,BYE,10,9
2847,NA,NA,3,3
2954,19709,PERSON-PARENT,80,140
2954,19710,POTTY,12,143
2954,19711,CUDDLE,68,120
2954,19712,OTHER,51,84
2954,19713,ALL DONE,68,107
2954,19714,TREAT-ICE,8,50
2954,19715,TOY-BALL,8,112
2954,19716,LOVE YOU,10,154
2954,19717,PERSON-PARENT,42,55
2954,19718,OWN NAME,35,104
2954,19719,PERSON-SIBLING,16,55
2954,19720,GO TO BED,39,80
2954,19721,PLAY-ALL,84,190
2954,19722,LOOK,4,58
2954,19723,PLAY-TUG,18,44
2954,19724,PLAY-HIDE & SEEK,22,38
2954,22233,RIDE,19,31
2954,22234,NOW,101,75
2954,22235,LATER,76,48
2954,24035,OUTDOOR LOCATION-BACK YARD,31,73
2954,26025,HOME,12,1
2954,26026,PLACE-OTHER,18,21
3077,6534,ALL DONE,49,6
3077,6536,OTHER,251,5
3077,6538,FOOD,251,298
3077,6541,LATER,44,10
3077,6543,PLAY-ALL,36,105
3077,6544,POOP,1,1
3077,6545,SETTLE,7,9
3077,6546,ANIMAL-DOG,3,0
3077,6549,WALK,107,75
3077,12773,TOY-BALL,26,44
3077,12776,COME,2,5
3077,12777,CUDDLE,5,4
3077,12779,OTHER,13,44
3077,12780,PERSON-ROOMMATE,8,2
3077,12781,OWN NAME,5,10
3077,12783,NO,5,2
3077,12785,GO OUTSIDE,124,179
3077,12790,TOY-OTHER,42,163
3077,12791,TOY-PUZZLE,28,75
3077,12792,INDOOR LOCATION-UPSTAIRS,4,1
3077,12795,YES,155,44
3077,17196,GO INSIDE,3,43
3077,17198,LOVE YOU,4,1
3077,17199,OTHER,18,23
3077,17200,INTERROGATIVE/QUESTION,167,18
3077,17203,PEE,7,27
3077,17204,TOY-PUZZLE,29,18
3077,17205,OTHER,14,2
3077,25121,WANT,111,141
3106,17256,POTTY,52,151
3106,17257,LET'S GO,49,17
3106,17258,WALK,22,59
3106,17259,FOOD,32,28
3106,17260,WATER,9,20
3106,17261,PLAY-ALL,7,17
3106,17262,PLAY-HIDE & SEEK,4,46
3106,17263,LOOK,5,20
3106,17264,TOY-BALL,3,25
3106,17265,TOY-PUZZLE,14,35
3106,17266,GO OUTSIDE,11,77
3106,17521,PLACE-PARK,4,42
3106,24784,MORE,1,0
3106,24785,ALL DONE,1,0
3106,24786,RIDE,3,2
3106,NA,NA,1,5
3203,12957,ALL DONE,29,59
3203,12958,PERSON-PARENT,13,72
3203,12959,FOOD,97,30
3203,12960,TREAT-ICE,12,107
3203,12961,LOVE YOU,20,83
3203,12962,PERSON-PARENT,44,83
3203,12963,OUTDOOR LOCATION-OTHER,55,73
3203,12964,POTTY,39,42
3203,12965,PLAY-ALL,26,19
3203,12966,WALK,53,79
3203,12967,WATER,19,99
3203,16222,OWN NAME,117,41
3203,16223,POOP,22,87
3203,16224,WANT,18,54
3203,16225,NOW,55,44
3203,16226,OTHER,84,12
3203,16227,TOY-OTHER,17,13
3203,16228,BEGIN TRAINING SESSION,14,35
3203,17597,OTHER,13,34
3287,6710,HELP,1,24
3287,6720,TOY-OTHER,1,13
3421,17310,ALL DONE,56,462
3421,17311,GO OUTSIDE,59,325
3421,17312,POTTY,14,764
3421,17313,PLAY-ALL,80,1269
3421,17314,OTHER,5,109
3421,17315,ANIMAL-CAT,15,220
3421,17358,FOOD,101,2142
3421,17359,WATER,4,159
3421,17360,CUDDLE,8,1040
3421,17361,TREAT-ICE,59,843
3421,17362,OWN NAME,88,269
3421,17363,PERSON-PARENT,34,558
3421,17364,PERSON-PARENT,43,573
3421,17365,HELP,14,395
3421,17366,NOW,49,291
3421,17367,LATER,36,75
3421,17368,WANT,110,139
3421,17369,OK,21,149
3421,17370,NO,15,389
3421,17428,HI,12,146
3421,17429,BYE,11,496
3421,17430,OTHER,23,71
3421,17470,CONCERNED,11,286
3421,17519,PLACE-BEACH,14,133
3421,17599,PLACE-PARK,30,120
3421,17600,YES,17,225
3421,17609,HAPPY,22,155
3421,17610,ANIMAL-BIRD,18,200
3421,18405,GO TO BED,5,83
3421,18564,OTHER,7,186
3421,18646,MAD,7,189
3421,18788,OTHER,10,322
3421,18857,ANIMAL-DOG,7,304
3421,18859,OTHER,5,207
3421,18860,OTHER,7,106
3421,18874,OTHER,5,233
3421,18875,OTHER,25,45
3421,19081,WALK,4,192
3421,19157,PLAY-FETCH,4,351
3421,19158,PLAY-TUG,5,431
3421,19159,PLAY-FETCH,5,928
3421,19306,PERSON-FRIEND,2,77
3421,19404,SETTLE,15,25
3421,19411,LOOK,6,230
3421,19541,BODY PART,2,203
3421,19697,PEE,1,131
3421,19698,POOP,2,103
3421,19763,HOME,5,108
3421,19846,BODY PART,1,67
3421,19847,BODY PART,4,425
3421,19848,PERSON-OTHER,2,109
3421,20744,MORE,6,47
3421,20745,TOY-OTHER,1,77
3421,21732,INTERROGATIVE/QUESTION,34,9
3421,22082,OTHER,2,92
3421,22093,OTHER,3,19
3421,22507,COME,2,2
3421,22802,OTHER,1,197
3421,22914,OTHER,2,47
3421,NA,NA,2,10
3490,17127,WALK,182,154
3490,17128,GO OUTSIDE,153,96
3490,17129,WATER,10,80
3490,17130,ALL DONE,224,69
3490,17131,LOVE YOU,9,91
3490,17132,PLAY-ALL,82,78
3490,19242,OTHER,2,42
3490,19243,GET IT,20,33
3490,19244,PEE,1,46
3490,19481,FOOD,91,43
3490,19794,PLAY-TUG,4,5
3490,20493,BYE,12,29
3490,21291,OTHER,16,1
3490,21292,NOW,30,6
3509,6811,TOY-BALL,179,632
3509,6812,FOOD,193,237
3509,6818,PERSON-PARENT,561,233
3509,6820,MORE,49,236
3509,6822,OUTDOOR LOCATION-BACK YARD,381,771
3509,6823,PLAY-ALL,298,507
3509,6824,POTTY,103,256
3509,6825,SETTLE,75,174
3509,6826,ANIMAL-CAT,7,2
3509,6828,TOY-OTHER,28,336
3509,6832,INTERROGATIVE/QUESTION,66,145
3509,13268,ALL DONE,376,242
3509,13270,BYE,63,22
3509,13272,PERSON-FRIEND,15,117
3509,13273,GO OUTSIDE,457,172
3509,13274,TOY-OTHER,28,293
3509,13275,HAPPY,19,122
3509,13276,HELP,76,127
3509,13277,HI,33,37
3509,13278,INTERROGATIVE/QUESTION,302,133
3509,13280,HOME,114,281
3509,13281,GO INSIDE,54,323
3509,13282,LATER,138,206
3509,13284,ANIMAL-LIZARD,57,218
3509,13285,LOVE YOU,72,61
3509,13287,PERSON-PARENT,231,89
3509,13289,NO,135,44
3509,13290,NOW,317,199
3509,13293,PERSON-RELATIVE,24,70
3509,13297,POOP,82,141
3509,13299,TOY-PUZZLE,89,195
3509,13301,ANIMAL-CAT,69,60
3509,13302,PLACE-DAYCARE,119,375
3509,13303,OWN NAME,1054,254
3509,13306,WALK,281,451
3509,13307,WANT,304,139
3509,13308,WATER,42,363
3509,13310,PLACE-OTHER,96,171
3509,13311,YES,346,65
3509,15970,PLAY-TUG,19,168
3509,15972,OTHER,28,35
3509,16221,BEGIN TRAINING SESSION,76,105
3509,16336,INTERROGATIVE/QUESTION,117,39
3509,16599,PLAY-HIDE & SEEK,58,104
3509,16616,ANIMAL-SQUIRREL,27,90
3509,16641,PERSON-OTHER,35,29
3509,16801,CONCERNED,27,106
3509,18271,PERSON-STRANGER,14,21
3509,18643,BATH,85,78
3509,19193,OTHER,26,46
3509,24917,PERSON-RELATIVE,8,14
3509,26285,OWN NAME,2,0
3509,26286,LATER,1,0
